time,altitude,velocity,accel_x,accel_y,accel_z,temperature,voltage
3320,1.05832e+06,7779.16,0.975963,-0.202839,0.00432848,0.494227,10.0075
3321,1.0584e+06,7779.17,0.982054,-0.230414,0.0364864,0.51541,10.0077
3322,1.05848e+06,7779.2,0.968616,-0.243658,0.010814,0.511857,10.0074
3323,1.05856e+06,7779.19,0.949525,-0.24955,0.00429498,0.524117,10.0075
3324,1.05864e+06,7779.18,0.965518,-0.254264,-0.0341922,0.548271,10.0073
3325,1.05871e+06,7779.18,0.954247,-0.219242,0.0427414,0.549987,10.0073
3326,1.05879e+06,7779.16,0.969125,-0.265667,-0.00143386,0.544412,10.0075
3327,1.05887e+06,7779.15,0.961897,-0.279655,0.00908628,0.506728,10.0071
3328,1.05895e+06,7779.16,0.951916,-0.31025,0.0139872,0.531883,10.007
3329,1.05902e+06,7779.16,0.956938,-0.307915,-0.0120151,0.537859,10.0073
3330,1.0591e+06,7779.13,0.936988,-0.313663,-0.00748866,0.537838,10.0076
3331,1.05918e+06,7779.14,0.936233,-0.329491,-0.0416468,0.539843,10.0077
3332,1.05926e+06,7779.17,0.947882,-0.348332,0.0373211,0.521082,10.0077
3333,1.05934e+06,7779.21,0.961772,-0.329587,-0.0177613,0.533583,10.0075
3334,1.05941e+06,7779.21,0.93399,-0.340628,-0.0077973,0.502991,10.0074
3335,1.05949e+06,7779.22,0.974564,-0.333826,0.0438977,0.539694,10.0074
3336,1.05957e+06,7779.22,0.921492,-0.351826,0.00536984,0.523942,10.0073
3337,1.05965e+06,7779.21,0.956708,-0.371299,-0.0123597,0.520007,10.0073
3338,1.05972e+06,7779.21,0.935934,-0.377131,0.00100097,0.54518,10.007
3339,1.0598e+06,7779.2,0.938422,-0.411551,-0.0240929,0.577402,10.0073
3340,1.05988e+06,7779.19,0.933228,-0.393344,-0.0188631,0.57162,10.007
3341,1.05996e+06,7779.16,0.903775,-0.400734,0.0140525,0.609927,10.0067
3342,1.06004e+06,7779.17,0.889512,-0.419936,0.0243844,0.669632,10.0065
3343,1.06011e+06,7779.15,0.912381,-0.413892,0.0255519,0.667416,10.0065
3344,1.06019e+06,7779.18,0.883325,-0.449432,0.0223992,0.647559,10.0065
3345,1.06027e+06,7779.17,0.90204,-0.455307,0.0201325,0.679511,10.0067
3346,1.06035e+06,7779.18,0.858111,-0.467584,0.00395407,0.659778,10.0067
3347,1.06042e+06,7779.15,0.895422,-0.464155,0.0169325,0.623697,10.0067
3348,1.0605e+06,7779.12,0.886504,-0.439824,0.0260341,0.595646,10.0066
3349,1.06058e+06,7779.07,0.87361,-0.452485,0.0490545,0.592856,10.0064
3350,1.06066e+06,7779.05,0.850792,-0.484005,0.0201024,0.62391,10.0065
3351,1.06074e+06,7779.02,0.856899,-0.509309,-0.0485197,0.629571,10.0066
3352,1.06081e+06,7779.02,0.864256,-0.469479,0.00856565,0.629155,10.0065
3353,1.06089e+06,7779.02,0.8844,-0.523227,-0.0147341,0.620982,10.0066
3354,1.06097e+06,7779,0.871871,-0.542721,-0.0584489,0.617984,10.0068
3355,1.06105e+06,7779.01,0.851903,-0.546592,-0.00429839,0.63555,10.0066
3356,1.06112e+06,7779.03,0.828642,-0.541076,0.0185282,0.610152,10.0066
3357,1.0612e+06,7779.02,0.810596,-0.546349,0.00626632,0.62944,10.0064
3358,1.06128e+06,7779.03,0.849881,-0.551076,-0.00659905,0.677127,10.0062
3359,1.06136e+06,7779.04,0.81527,-0.574387,0.0079121,0.68707,10.0065
3360,1.06144e+06,7779.05,0.797541,-0.577628,-0.0316167,0.693405,10.0066
3361,1.06151e+06,7779.03,0.826724,-0.597658,-0.00547145,0.671505,10.0066
3362,1.06159e+06,7778.99,0.814554,-0.618911,0.0108969,0.667199,10.0067
3363,1.06167e+06,7778.99,0.770487,-0.646843,-0.00154879,0.691383,10.0063
3364,1.06175e+06,7778.99,0.768626,-0.584221,0.000988893,0.6842,10.0065
3365,1.06182e+06,7778.97,0.762933,-0.635534,-0.0206202,0.689886,10.0065
3366,1.0619e+06,7778.95,0.796301,-0.657165,-0.00306358,0.69535,10.0068
3367,1.06198e+06,7778.96,0.756747,-0.649426,-0.0207845,0.70854,10.0071
3368,1.06206e+06,7778.96,0.742024,-0.641047,-0.0125969,0.709272,10.0071
3369,1.06214e+06,7778.97,0.773388,-0.657279,0.0133533,0.723981,10.0073
3370,1.06221e+06,7778.97,0.748313,-0.650684,-0.00714214,0.721326,10.0075
3371,1.06229e+06,7778.96,0.740238,-0.664303,0.0272401,0.734448,10.0074
3372,1.06237e+06,7779.01,0.74346,-0.676373,0.0166757,0.724901,10.0072
3373,1.06245e+06,7779.03,0.720895,-0.647807,-0.0131758,0.688958,10.0073
3374,1.06252e+06,7779.05,0.690336,-0.664914,0.0159922,0.659817,10.0073
3375,1.0626e+06,7779.06,0.740523,-0.66724,-0.0017043,0.662884,10.0071
3376,1.06268e+06,7779.1,0.70332,-0.73152,0.01505,0.67909,10.0069
3377,1.06276e+06,7779.08,0.695931,-0.723082,0.00877523,0.685324,10.0065
3378,1.06284e+06,7779.09,0.672175,-0.738333,-0.00219634,0.738497,10.0064
3379,1.06291e+06,7779.09,0.743192,-0.723971,-0.0126317,0.753249,10.0065
3380,1.06299e+06,7779.09,0.692226,-0.73181,0.0370002,0.71121,10.0063
3381,1.06307e+06,7779.09,0.687609,-0.749218,0.00153169,0.688449,10.0063
3382,1.06315e+06,7779.14,0.646725,-0.721621,0.0105795,0.679234,10.0061
3383,1.06322e+06,7779.1,0.651476,-0.786999,-0.00955329,0.68504,10.0059
3384,1.0633e+06,7779.08,0.68832,-0.754635,0.000522207,0.696587,10.0057
3385,1.06338e+06,7779.07,0.645487,-0.756753,0.0147073,0.719633,10.0059
3386,1.06346e+06,7779.05,0.652079,-0.747123,0.0151394,0.728821,10.0058
3387,1.06354e+06,7779.05,0.643886,-0.78864,0.0393024,0.718488,10.0058
3388,1.06361e+06,7779.05,0.658079,-0.8142,0.000374846,0.712266,10.0056
3389,1.06369e+06,7779.05,0.61686,-0.815949,0.00350195,0.697646,10.0058
3390,1.06377e+06,7779.08,0.59142,-0.790597,-0.0120272,0.73156,10.0059
3391,1.06385e+06,7779.08,0.59323,-0.818266,-0.00553864,0.70866,10.0061
3392,1.06393e+06,7779.11,0.602182,-0.803656,-0.0182913,0.720971,10.006
3393,1.064e+06,7779.1,0.595068,-0.792706,0.00433317,0.723636,10.0058
3394,1.06408e+06,7779.11,0.603115,-0.814223,-0.0089571,0.734879,10.0057
3395,1.06416e+06,7779.1,0.572627,-0.811955,0.0172344,0.719613,10.0056
3396,1.06424e+06,7779.1,0.551424,-0.80703,-0.0191557,0.680651,10.006
3397,1.06431e+06,7779.11,0.562093,-0.821859,-0.00333894,0.697171,10.006
3398,1.06439e+06,7779.09,0.542451,-0.813718,-0.00767471,0.702359,10.006
3399,1.06447e+06,7779.07,0.531679,-0.829102,-0.002531,0.705154,10.006
3400,1.06455e+06,7779.07,0.513748,-0.865254,-0.0299396,0.67077,10.0061
3401,1.06463e+06,7779.05,0.516242,-0.852887,0.0162728,0.654204,10.006
3402,1.0647e+06,7779.03,0.548986,-0.873154,-0.00877267,0.648485,10.0062
3403,1.06478e+06,7779.01,0.483836,-0.835652,0.0191938,0.623072,10.006
3404,1.06486e+06,7778.99,0.504999,-0.871069,-0.00176612,0.610719,10.0058
3405,1.06494e+06,7779.02,0.467367,-0.88451,0.0194344,0.616843,10.0058
3406,1.06501e+06,7779,0.431113,-0.898094,0.00942189,0.593656,10.0059
3407,1.06509e+06,7778.99,0.450226,-0.88216,-0.0368893,0.576734,10.0061
3408,1.06517e+06,7779,0.471088,-0.897484,0.00872548,0.571506,10.006
3409,1.06525e+06,7779.01,0.456704,-0.8899,-0.0173667,0.586334,10.0059
3410,1.06533e+06,7778.99,0.438481,-0.892083,-0.00578406,0.624047,10.0059
3411,1.0654e+06,7779.02,0.44968,-0.883514,0.0237864,0.590663,10.0058
3412,1.06548e+06,7779.02,0.437212,-0.906332,-0.00368837,0.585429,10.0056
3413,1.06556e+06,7779.01,0.393389,-0.898091,0.0247016,0.605428,10.0057
3414,1.06564e+06,7778.99,0.40184,-0.920124,-0.0296686,0.56643,10.0061
3415,1.06571e+06,7779,0.368368,-0.900293,0.0111911,0.533157,10.0056
3416,1.06579e+06,7779,0.397907,-0.881025,-0.029591,0.524758,10.0053
3417,1.06587e+06,7778.99,0.368861,-0.942994,0.0283109,0.564986,10.0054
3418,1.06595e+06,7778.98,0.302743,-0.922929,-0.0272456,0.561166,10.005
3419,1.06603e+06,7779,0.363549,-0.916647,0.0198362,0.540169,10.0048
3420,1.0661e+06,7779,0.308223,-0.952247,-0.0103118,0.55179,10.0046
3421,1.06618e+06,7779.04,0.350685,-0.978665,0.0135393,0.566887,10.0047
3422,1.06626e+06,7779.02,0.35058,-0.947405,-0.00397798,0.578255,10.0044
3423,1.06634e+06,7779.01,0.314384,-0.934494,-0.00238302,0.599413,10.0044
3424,1.06641e+06,7778.99,0.283882,-0.954434,0.022258,0.617509,10.0046
3425,1.06649e+06,7779.04,0.289248,-0.987658,0.0166376,0.619483,10.0047
3426,1.06657e+06,7779.02,0.31745,-0.95291,-0.000919606,0.627749,10.0047
3427,1.06665e+06,7779.02,0.314726,-0.982092,-0.0119982,0.606953,10.0048
3428,1.06673e+06,7778.99,0.269035,-0.942073,-0.0044221,0.635445,10.0052
3429,1.0668e+06,7779.03,0.237458,-1.00469,0.0236499,0.682775,10.0054
3430,1.06688e+06,7779.05,0.258929,-0.984925,0.0144362,0.657946,10.0055
3431,1.06696e+06,7779.05,0.254127,-0.948755,0.0107172,0.637913,10.0056
3432,1.06704e+06,7779.02,0.221383,-0.951807,-0.00521982,0.650145,10.0056
3433,1.06711e+06,7778.99,0.222822,-0.962953,-0.022208,0.621769,10.0058
3434,1.06719e+06,7778.99,0.226816,-0.935753,-0.0381124,0.648467,10.0058
3435,1.06727e+06,7779,0.179024,-0.982557,-0.00606284,0.644789,10.0057
3436,1.06735e+06,7779,0.209524,-1.0081,-0.00171528,0.631197,10.0055
3437,1.06743e+06,7779,0.195819,-0.97732,0.00890207,0.60845,10.0058
3438,1.0675e+06,7778.99,0.189782,-1.00928,-0.0216794,0.60425,10.0055
3439,1.06758e+06,7778.96,0.190152,-0.954554,-0.00642062,0.607369,10.0056
3440,1.06766e+06,7778.96,0.165103,-1.00819,-0.032488,0.614721,10.0058
3441,1.06774e+06,7778.96,0.155606,-0.993385,0.0253671,0.619492,10.0056
3442,1.06781e+06,7778.96,0.130749,-0.93062,-0.023841,0.6309,10.0055
3443,1.06789e+06,7778.97,0.0987697,-0.986656,-0.00422748,0.622182,10.0057
3444,1.06797e+06,7778.98,0.119042,-1.00503,-0.00181009,0.616742,10.0054
3445,1.06805e+06,7778.98,0.121598,-0.96702,-0.0255449,0.609353,10.0053
3446,1.06813e+06,7779.04,0.0618868,-0.972105,-0.00544653,0.614836,10.0052
3447,1.0682e+06,7779.03,0.0957784,-0.997945,0.0223153,0.621578,10.0052
3448,1.06828e+06,7779.01,0.0714947,-0.988943,0.0176954,0.615704,10.0053
3449,1.06836e+06,7778.98,0.0772372,-0.999096,-0.00699733,0.624507,10.0054
3450,1.06844e+06,7778.99,0.0852675,-0.962593,-0.00896664,0.602908,10.0056
3451,1.06851e+06,7778.99,0.0611315,-1.01767,-0.00787949,0.62872,10.0053
3452,1.06859e+06,7778.97,0.0189505,-0.980193,-0.0017575,0.651891,10.0057
3453,1.06867e+06,7778.97,0.000445011,-1.02779,-0.0124186,0.672046,10.0054
3454,1.06875e+06,7778.98,0.0634933,-1.00088,-0.000273835,0.688271,10.0055
3455,1.06883e+06,7778.99,0.0120301,-0.982952,0.0289193,0.694516,10.0055
3456,1.0689e+06,7779.02,0.0106933,-0.982748,-0.01027,0.668383,10.0052
3457,1.06898e+06,7779,-0.00190905,-0.978632,0.00068569,0.638457,10.0053
3458,1.06906e+06,7778.99,-0.0174984,-1.0144,0.00737302,0.615425,10.0051
3459,1.06914e+06,7778.97,0.00541613,-1.00779,-0.0300116,0.641083,10.0049
3460,1.06922e+06,7779.01,-0.0640876,-0.998473,0.0188672,0.622977,10.0047
3461,1.06929e+06,7779.02,-0.0647937,-1.00042,-0.0363353,0.610867,10.0049
3462,1.06937e+06,7779.03,-0.046975,-1.01443,-0.0251191,0.610854,10.0049
3463,1.06945e+06,7779.05,-0.073624,-0.967528,0.00290395,0.604139,10.0052
3464,1.06953e+06,7779.05,-0.0819442,-0.991498,-0.0152871,0.590847,10.0053
3465,1.0696e+06,7779.06,-0.0926279,-1.01693,-0.0161565,0.585256,10.0056
3466,1.06968e+06,7779.06,-0.0958432,-0.995149,0.0203003,0.600124,10.006
3467,1.06976e+06,7779.05,-0.131189,-1.01445,0.0100141,0.609779,10.0059
3468,1.06984e+06,7779.04,-0.129312,-0.957879,0.0115936,0.637211,10.0057
3469,1.06992e+06,7779.06,-0.108459,-1.02196,0.0138437,0.647164,10.0056
3470,1.06999e+06,7779.05,-0.128087,-0.995837,0.00546653,0.647151,10.0057
3471,1.07007e+06,7779.05,-0.134214,-0.957547,0.0309421,0.622056,10.0054
3472,1.07015e+06,7779.04,-0.1522,-0.99843,0.0409738,0.59994,10.0052
3473,1.07023e+06,7779.04,-0.195956,-0.980873,-0.0387575,0.633792,10.0054
3474,1.0703e+06,7779.05,-0.149861,-0.95138,0.0229423,0.620743,10.0052
3475,1.07038e+06,7779.03,-0.194907,-0.983137,-0.0349153,0.629839,10.0051
3476,1.07046e+06,7779,-0.207959,-0.964732,0.0381959,0.605285,10.0052
3477,1.07054e+06,7779.02,-0.219161,-0.963586,-0.000319939,0.57715,10.0055
3478,1.07062e+06,7779.03,-0.256063,-0.979992,0.0245437,0.591941,10.0057
3479,1.07069e+06,7779.03,-0.236429,-0.92346,-0.00162324,0.595461,10.0056
3480,1.07077e+06,7779.03,-0.205314,-0.963197,0.00394482,0.601409,10.0057
3481,1.07085e+06,7779.05,-0.248945,-0.963295,0.0321821,0.610135,10.0054
3482,1.07093e+06,7779.04,-0.255383,-0.98769,0.0123753,0.638668,10.0053
3483,1.071e+06,7779.07,-0.247011,-0.986175,0.0217072,0.623062,10.0055
3484,1.07108e+06,7779.09,-0.310987,-0.956452,0.0228462,0.619492,10.0055
3485,1.07116e+06,7779.09,-0.302136,-0.964262,-0.00395008,0.633815,10.0054
3486,1.07124e+06,7779.1,-0.297376,-0.962843,0.0357069,0.66767,10.0053
3487,1.07132e+06,7779.12,-0.299951,-0.905734,-0.0358063,0.695643,10.0053
3488,1.07139e+06,7779.14,-0.319883,-0.959943,-0.0320384,0.70638,10.0049
3489,1.07147e+06,7779.15,-0.346336,-0.896298,0.0246685,0.708171,10.0051
3490,1.07155e+06,7779.17,-0.332013,-0.968999,0.0270461,0.757317,10.005
3491,1.07163e+06,7779.18,-0.340864,-0.941921,-0.00383065,0.746142,10.0047
3492,1.0717e+06,7779.17,-0.349486,-0.939653,0.000599826,0.727481,10.0045
3493,1.07178e+06,7779.19,-0.376814,-0.920139,-0.0217169,0.727483,10.0044
3494,1.07186e+06,7779.17,-0.34364,-0.928752,0.0119878,0.75573,10.0048
3495,1.07194e+06,7779.19,-0.377862,-0.911454,0.0142387,0.748398,10.0048
3496,1.07202e+06,7779.16,-0.414024,-0.910681,-0.00719457,0.748793,10.0046
3497,1.07209e+06,7779.17,-0.380755,-0.920027,0.0118959,0.776533,10.0044
3498,1.07217e+06,7779.16,-0.40909,-0.943988,0.0345628,0.785788,10.0047
3499,1.07225e+06,7779.14,-0.396548,-0.934001,0.00751539,0.784995,10.0046
3500,1.07233e+06,7779.13,-0.402015,-0.931359,0.037896,0.777168,10.0043
3501,1.0724e+06,7779.14,-0.437013,-0.891122,0.0123721,0.76595,10.0045
3502,1.07248e+06,7779.12,-0.436921,-0.901847,0.00366667,0.764919,10.004
3503,1.07256e+06,7779.09,-0.466727,-0.921647,-0.00909971,0.790354,10.0042
3504,1.07264e+06,7779.05,-0.42908,-0.901676,0.0140441,0.793602,10.0041
3505,1.07272e+06,7779.02,-0.474838,-0.876609,0.00143207,0.788764,10.0041
3506,1.07279e+06,7779.05,-0.480471,-0.892631,0.0257788,0.762756,10.0043
3507,1.07287e+06,7779.03,-0.495996,-0.845779,0.0309583,0.784269,10.005
3508,1.07295e+06,7779.01,-0.527356,-0.847934,-0.0473099,0.815267,10.0051
3509,1.07303e+06,7779.02,-0.519969,-0.842198,-0.0324302,0.778442,10.0052
3510,1.0731e+06,7779.04,-0.563021,-0.851677,0.00904152,0.756257,10.005
3511,1.07318e+06,7779.05,-0.569006,-0.841445,0.0520224,0.756161,10.0056
3512,1.07326e+06,7779.06,-0.536277,-0.846784,-0.00908931,0.780187,10.0054
3513,1.07334e+06,7779.06,-0.519038,-0.842723,0.0203762,0.7603,10.0051
3514,1.07342e+06,7779.06,-0.55141,-0.825374,0.0543306,0.746828,10.0055
3515,1.07349e+06,7779.05,-0.554299,-0.823427,0.00901116,0.752118,10.0055
3516,1.07357e+06,7779.05,-0.538486,-0.842111,-0.0358755,0.753408,10.0057
3517,1.07365e+06,7779.03,-0.568921,-0.838058,0.000181231,0.738647,10.0055
3518,1.07373e+06,7779.07,-0.590857,-0.798229,-0.0108245,0.764356,10.0056
3519,1.0738e+06,7779.06,-0.574435,-0.776446,0.000162439,0.791985,10.0059
3520,1.07388e+06,7779.03,-0.626345,-0.768144,0.0497075,0.813744,10.0058
3521,1.07396e+06,7779.06,-0.614324,-0.795051,-0.0104854,0.804121,10.0056
3522,1.07404e+06,7779.05,-0.606856,-0.779809,-0.0174076,0.818987,10.0054
3523,1.07412e+06,7779.03,-0.600166,-0.782752,0.0461498,0.815366,10.0054
3524,1.07419e+06,7779.05,-0.634598,-0.797022,-0.0278764,0.80324,10.0056
3525,1.07427e+06,7779.02,-0.624251,-0.762756,-0.00957188,0.823029,10.0055
3526,1.07435e+06,7779.02,-0.6214,-0.805243,0.0013075,0.816657,10.0056
3527,1.07443e+06,7779,-0.63902,-0.747757,-0.00719879,0.79921,10.0056
3528,1.0745e+06,7779.01,-0.640209,-0.752849,0.0316675,0.808412,10.0055
3529,1.07458e+06,7778.99,-0.689104,-0.742606,0.00542983,0.796652,10.0053
3530,1.07466e+06,7779.01,-0.695249,-0.708206,-0.00269135,0.804611,10.0054
3531,1.07474e+06,7779.04,-0.696503,-0.734217,0.0327071,0.81183,10.0055
3532,1.07482e+06,7779.03,-0.672633,-0.719806,0.00291757,0.787811,10.0055
3533,1.07489e+06,7778.98,-0.687504,-0.709797,0.0122736,0.826695,10.0058
3534,1.07497e+06,7778.98,-0.697003,-0.735921,-0.00265998,0.829284,10.0056
3535,1.07505e+06,7778.97,-0.719018,-0.656238,0.000767052,0.799281,10.0057
3536,1.07513e+06,7778.96,-0.738359,-0.682786,-0.0219648,0.789224,10.0058
3537,1.07521e+06,7778.92,-0.695756,-0.6928,0.02039,0.781209,10.0058
3538,1.07528e+06,7778.92,-0.744811,-0.671102,0.0328618,0.764432,10.0058
3539,1.07536e+06,7778.9,-0.752056,-0.642037,-0.0251348,0.792525,10.0058
3540,1.07544e+06,7778.88,-0.760595,-0.6249,0.0107494,0.767199,10.0061
3541,1.07552e+06,7778.9,-0.749471,-0.640541,0.000968117,0.737148,10.006
3542,1.07559e+06,7778.92,-0.744611,-0.665469,0.0282465,0.782091,10.0062
3543,1.07567e+06,7778.93,-0.783904,-0.665332,-0.0269072,0.745975,10.0066
3544,1.07575e+06,7778.95,-0.761617,-0.665741,-0.0559063,0.751814,10.0067
3545,1.07583e+06,7778.93,-0.770957,-0.628553,-0.0008559,0.767973,10.0065
3546,1.07591e+06,7778.96,-0.805438,-0.628491,0.00768304,0.78759,10.0063
3547,1.07598e+06,7778.99,-0.758283,-0.644395,0.0253036,0.820071,10.006
3548,1.07606e+06,7778.99,-0.766953,-0.603273,-0.0267762,0.85073,10.0065
3549,1.07614e+06,7778.99,-0.811056,-0.584458,-0.0259827,0.84302,10.0064
3550,1.07622e+06,7779,-0.841264,-0.591788,-0.0337107,0.826321,10.0061
3551,1.07629e+06,7778.99,-0.808033,-0.581277,-0.0389476,0.817418,10.0062
3552,1.07637e+06,7778.97,-0.82813,-0.594543,-0.0413534,0.826837,10.0061
3553,1.07645e+06,7778.96,-0.830231,-0.570521,-0.0154236,0.830461,10.0061
3554,1.07653e+06,7778.93,-0.811882,-0.560567,-0.0146419,0.820847,10.0064
3555,1.07661e+06,7778.9,-0.839625,-0.51252,4.17236e-05,0.815604,10.0064
3556,1.07668e+06,7778.95,-0.865862,-0.508673,-0.00533949,0.797338,10.0067
3557,1.07676e+06,7778.95,-0.850215,-0.541097,0.00308898,0.810783,10.0069
3558,1.07684e+06,7778.96,-0.846782,-0.506637,0.0245495,0.824849,10.007
3559,1.07692e+06,7778.96,-0.876446,-0.508723,-0.00638875,0.840842,10.0073
3560,1.07699e+06,7778.95,-0.877268,-0.545836,-0.00968646,0.846449,10.0077
3561,1.07707e+06,7778.96,-0.888176,-0.506444,0.0163711,0.897591,10.0082
3562,1.07715e+06,7778.95,-0.867062,-0.476198,-0.0238172,0.908659,10.0078
3563,1.07723e+06,7778.93,-0.887052,-0.503751,-0.00674798,0.929276,10.008
3564,1.07731e+06,7778.93,-0.889439,-0.46697,-0.00377293,0.921211,10.0082
3565,1.07738e+06,7778.94,-0.889115,-0.450776,-0.00498921,0.958755,10.0082
3566,1.07746e+06,7778.9,-0.918221,-0.443402,0.0226212,0.935703,10.0082
3567,1.07754e+06,7778.88,-0.933337,-0.435865,0.00237788,0.946152,10.0079
3568,1.07762e+06,7778.88,-0.890212,-0.445065,-0.00534108,0.939852,10.0078
3569,1.07769e+06,7778.9,-0.866866,-0.446157,0.0135227,0.941025,10.0081
3570,1.07777e+06,7778.89,-0.92664,-0.420463,-0.00926541,0.953384,10.0082
3571,1.07785e+06,7778.89,-0.930712,-0.417628,0.000811977,0.980986,10.0083
3572,1.07793e+06,7778.93,-0.952178,-0.423578,-0.00774189,0.996879,10.0082
3573,1.07801e+06,7778.91,-0.910922,-0.4033,0.0198774,1.01126,10.0081
3574,1.07808e+06,7778.9,-0.901829,-0.392773,-0.0119131,0.993662,10.0086
3575,1.07816e+06,7778.89,-0.910761,-0.357571,0.00313598,1.01003,10.0086
3576,1.07824e+06,7778.91,-0.9337,-0.378691,-0.0284421,1.01942,10.0085
3577,1.07832e+06,7778.92,-0.922289,-0.352101,-0.0234737,0.991847,10.0088
3578,1.07839e+06,7778.9,-0.935523,-0.346322,-0.00502808,0.996434,10.0088
3579,1.07847e+06,7778.89,-0.921305,-0.314065,0.00098529,0.968486,10.0087
3580,1.07855e+06,7778.86,-0.994458,-0.332019,-0.019361,0.970098,10.0087
3581,1.07863e+06,7778.89,-0.989379,-0.317249,-0.0115564,1.00268,10.0083
3582,1.07871e+06,7778.92,-0.946191,-0.327249,-0.0573156,0.967193,10.008
3583,1.07878e+06,7778.93,-0.97689,-0.276046,-0.0240939,1.01108,10.0079
3584,1.07886e+06,7778.93,-0.988796,-0.25979,0.00658993,0.994047,10.0078
3585,1.07894e+06,7778.9,-0.971065,-0.279074,-0.00192722,0.973941,10.0075
3586,1.07902e+06,7778.91,-0.952731,-0.246133,-0.0165797,0.985287,10.0074
3587,1.07909e+06,7778.93,-0.965577,-0.249206,0.0228665,0.961243,10.0074
3588,1.07917e+06,7778.93,-0.946276,-0.236962,-0.0198511,0.9683,10.0074
3589,1.07925e+06,7778.9,-0.964568,-0.206678,0.019684,0.979437,10.0077
3590,1.07933e+06,7778.91,-0.960441,-0.233752,0.0180249,0.964319,10.0076
3591,1.07941e+06,7778.93,-0.95031,-0.206009,0.00484225,0.982379,10.0077
3592,1.07948e+06,7778.89,-0.950788,-0.218581,-0.0176682,1.00135,10.0076
3593,1.07956e+06,7778.92,-0.982986,-0.185599,-0.00392507,1.02173,10.0075
3594,1.07964e+06,7778.92,-0.969172,-0.196703,0.00441057,1.02984,10.0073
3595,1.07972e+06,7778.92,-1.01752,-0.197552,-0.00813409,1.0054,10.0072
3596,1.07979e+06,7778.9,-0.990736,-0.209746,0.00193761,1.00686,10.0073
3597,1.07987e+06,7778.88,-0.991681,-0.138603,0.0163605,1.01372,10.0075
3598,1.07995e+06,7778.87,-0.994804,-0.167013,-0.000774157,1.03439,10.0075
3599,1.08003e+06,7778.88,-0.996461,-0.111429,-0.0057975,1.03698,10.007
3600,1.08011e+06,7778.88,-0.990343,-0.130407,-0.0294333,1.01332,10.0067
3601,1.08018e+06,7778.89,-1.01868,-0.109158,-0.0115802,0.99461,10.0066
3602,1.08026e+06,7778.91,-1.02089,-0.122818,0.00329931,1.01348,10.0066
3603,1.08034e+06,7778.93,-1.00831,-0.0902193,0.030723,0.992274,10.0064
3604,1.08042e+06,7778.96,-0.972594,-0.0865548,-0.00994127,0.975453,10.0063
3605,1.08049e+06,7779,-0.983258,-0.0912474,0.0198061,1.00628,10.0062
3606,1.08057e+06,7778.98,-0.976507,-0.0717162,-0.0241106,0.990027,10.0068
3607,1.08065e+06,7778.96,-0.974657,-0.0632488,-0.0274791,0.989958,10.0067
3608,1.08073e+06,7778.96,-0.992753,-0.0856094,-0.00185485,0.991339,10.0065
3609,1.08081e+06,7778.95,-0.951094,-0.0136688,-0.0114101,0.962619,10.0068
3610,1.08088e+06,7778.95,-0.974752,-0.0195697,-0.0209823,0.925547,10.0072
3611,1.08096e+06,7778.92,-0.997933,0.0127686,-0.0101272,0.948181,10.0075
3612,1.08104e+06,7778.92,-1.00818,0.0120561,-0.0320743,0.945735,10.0076
3613,1.08112e+06,7778.96,-1.01381,-0.00232736,-0.0160415,0.923445,10.0075
3614,1.08119e+06,7778.97,-0.983156,0.0238961,0.0204964,0.904828,10.0075
3615,1.08127e+06,7778.98,-0.999046,0.0240772,0.00994699,0.905938,10.0074
3616,1.08135e+06,7778.95,-0.996513,0.0170616,0.0161873,0.900752,10.0073
3617,1.08143e+06,7778.96,-1.0256,0.0504442,0.02346,0.937083,10.0072
3618,1.08151e+06,7778.97,-1.0125,0.0263842,-0.00688525,0.924943,10.0068
3619,1.08158e+06,7778.97,-1.02851,0.0482965,-0.012066,0.911426,10.0069
3620,1.08166e+06,7778.94,-0.98035,0.0565935,0.0317815,0.896252,10.007
3621,1.08174e+06,7778.96,-1.00007,0.10143,-0.0169874,0.882052,10.0072
3622,1.08182e+06,7778.94,-0.98101,0.0685018,0.0106516,0.899084,10.007
3623,1.08189e+06,7778.96,-1.00994,0.111116,-0.00756121,0.903864,10.007
3624,1.08197e+06,7778.94,-0.970434,0.105391,0.00821446,0.874852,10.0068
3625,1.08205e+06,7778.93,-1.03991,0.102664,0.0221378,0.829129,10.0069
3626,1.08213e+06,7778.93,-0.995527,0.125213,0.0386267,0.807575,10.007
3627,1.08221e+06,7778.94,-0.978976,0.111343,-0.0318604,0.779785,10.0071
3628,1.08228e+06,7778.91,-0.990583,0.146453,0.00717414,0.76912,10.0072
3629,1.08236e+06,7778.91,-0.990262,0.161027,-0.00313902,0.743205,10.0072
3630,1.08244e+06,7778.92,-0.993227,0.192661,0.024685,0.767156,10.0075
3631,1.08252e+06,7778.91,-0.982702,0.154558,-0.0155475,0.776631,10.0077
3632,1.08259e+06,7778.93,-0.985753,0.216789,0.00839651,0.757162,10.0078
3633,1.08267e+06,7778.9,-1.01043,0.237525,-0.0337393,0.748141,10.0079
3634,1.08275e+06,7778.9,-0.937573,0.211451,-0.00262656,0.745546,10.008
3635,1.08283e+06,7778.93,-0.940382,0.241046,-0.0125146,0.726698,10.0083
3636,1.08291e+06,7778.95,-0.980772,0.241266,-0.0180888,0.744852,10.0082
3637,1.08298e+06,7778.93,-0.989006,0.241733,-0.0286472,0.724391,10.0082
